q_mAh_cm2,time_s,V_control_V,V_physical_dense_V,deltaV_physical_minus_control_V,eps_s_control,eps_s_physical_dense,theta_control,theta_physical_dense,theta_dense_shadow_on_control,S_control,S_physical_dense,K_control,K_physical_dense
105.888888889,9530,1.48297546386,1.43514693064,-0.04782853322,0.000242948872996,0.00023312050196,0.763036235027,0.176020454692,0.180907846141,1.43743040151,1.43740096573,0.995915449304,0.996079421525
106,9540,1.48368224022,1.43518328138,-0.04849895884,0.000245640583415,0.000235524109675,0.766776934533,0.177043768407,0.182031528342,1.43996206551,1.43993507938,0.995870344516,0.996039104015
106.111111111,9550,1.48439873616,1.435219662,-0.04917907416,0.000248354746505,0.000237936228022,0.77048367523,0.17806545986,0.183158331997,1.44249920573,1.44247388146,0.995824867461,0.995998645923
106.222222222,9560,1.48512876134,1.43525632178,-0.04987243956,0.000251099762006,0.000240369081063,0.774164901727,0.179090690292,0.184291653176,1.44504082285,1.44501856559,0.995778877788,0.995957842249
106.333333333,9570,1.48587746869,1.4352931053,-0.05058436339,0.000253887165668,0.000242812367367,0.777832130758,0.180115081442,0.185436096393,1.44758604322,1.44757044367,0.995732182758,0.995916865818
106.444444444,9580,1.48662617603,1.43533003426,-0.05129614177,0.00025667456933,0.000245267916222,0.781438127382,0.181139399765,0.186574206663,1.45013648646,1.4501299389,0.995685491389,0.995875685982
106.555555556,9590,1.48739066813,1.43536688638,-0.05202378175,0.000259497541902,0.00024774253124,0.785021326916,0.182166460336,0.187720479942,1.45269130655,1.45269331835,0.995638209051,0.995834188681
106.666666667,9600,1.4881661754,1.43540376352,-0.05276241188,0.000262345335716,0.000250225762828,0.788569703924,0.183191903396,0.188870441827,1.45525077583,1.45526094237,0.995590515599,0.995792549189
106.777777778,9610,1.48894481169,1.4354407854,-0.05350402629,0.000265200087766,0.000252726872098,0.792064765994,0.184219545131,0.190016865805,1.45781559379,1.45783107431,0.995542709746,0.995750612248
106.888888889,9620,1.48974860991,1.43547789166,-0.05427071825,0.000268110794334,0.000255241571345,0.795555206531,0.185247593192,0.191179312074,1.46038636071,1.46040529618,0.995493972813,0.995708449796
107,9630,1.49055240814,1.43551505554,-0.0550373526,0.000271021500902,0.000257765549161,0.798985291438,0.186274281553,0.192335342128,1.46296242864,1.46298400207,0.995445240008,0.995666134155
107.111111111,9640,1.49137503488,1.43555223853,-0.05582279635,0.000273973716099,0.000260311815669,0.802394469255,0.187304881908,0.193501399036,1.46554252387,1.46556513199,0.995395817991,0.99562344724
107.222222222,9650,1.49220861481,1.43558938805,-0.05661922676,0.000276950078288,0.000262866779437,0.805765943336,0.188333860564,0.194670504122,1.46812719566,1.46815189377,0.995345996985,0.995580616957
